`mesh_descriptor_uid`,`name`,`annotation`,`created_at`,`updated_at`,`deleted`
D000425,Alcohol Amnestic Disorder,,2010-01-01 00:00:00,2014-08-18 20:30:13,0
D000426,Alcohol Dehydrogenase,a specific enzyme; do not confuse with ALCOHOL OXIDOREDUCTASES,2010-01-01 00:00:00,2014-08-18 20:30:24,0
D000427,Alcohol Deterrents,consider also ALCOHOLISM /drug ther,2010-01-01 00:00:00,2014-08-18 20:30:29,0
D000428,Alcohol Drinking,"drunkenness = ALCOHOLIC INTOXICATION but binge drinking & acute alcohol intox = ETHANOL /pois; chronic alcohol consumption = ALCOHOLISM; TEMPERANCE is available for ""abstinence from alcohol"" but do not confuse with alcohol withdrawal (see note under ALCOHOL WITHDRAWAL DELIRIUM & SUBSTANCE WITHDRAWAL SYNDROME)",2010-01-01 00:00:00,2014-08-18 20:30:31,0
D000429,Alcohol Oxidoreductases,,2010-01-01 00:00:00,2014-08-18 20:30:33,0
D000430,Alcohol Withdrawal Delirium,"note X ref; do not confuse with ""alcohol withdrawal syndrome"" ( = SUBSTANCE WITHDRAWAL SYNDROME (IM) + ETHANOL /adv eff (IM)); ALCOHOL WITHDRAWAL SEIZURES is available",2010-01-01 00:00:00,2014-08-18 20:30:36,0
D000431,Ethanol,"for ""alcohol"" unspecified; /antag: consider also ALCOHOL DETERRENTS; ethanol production by organisms = /metab; /pois: for acute alcohol pois, acute alcoholic intox, binge drinking, but ALCOHOLIC INTOXICATION is available for drunkenness & ALCOHOLISM for chronic alcohol intox; consider also ALCOHOLIC BEVERAGES; hypophysectomy by alcohol injection = HYPOPHYSECTOMY, CHEMICAL & do not index under ETHANOL unless particularly discussed; ""abstinence from alcohol"" = TEMPERANCE",2010-01-01 00:00:00,2014-08-18 20:30:40,0
D000432,Methanol,for wood alcohol,2010-01-01 00:00:00,2014-08-18 20:30:43,0
D000433,1-Propanol,,2010-01-01 00:00:00,2014-08-18 20:30:46,0
D000434,Alcoholic Beverages,GEN; BEER & WINE are available; chronic consumption of alcoholic bev = ALCOHOLISM,2010-01-01 00:00:00,2014-08-18 20:30:50,0
D000435,Alcoholic Intoxication,human & animal,2010-01-01 00:00:00,2014-08-18 20:30:52,0
D000436,Alcoholics Anonymous,IM      CATALOG: use NAF Entry,2010-01-01 00:00:00,2014-08-18 20:30:55,0
D000437,Alcoholism,"human & animal; do not coord with CHRONIC DISEASE: alcoholism is presumed to be chronic; differentiate from ALCOHOLIC INTOXICATION, being drunk, not chronic; acute alcoholic intox & binge drinking is ETHANOL /pois; /drug ther: consider also ALCOHOL DETERRENTS; consider also LIVER DISEASES, ALCOHOLIC & its specifics FATTY LIVER, ALCOHOLIC; HEPATITIS, ALCOHOLIC & LIVER CIRRHOSIS, ALCOHOLIC; also PANCREATITIS, ALCOHOLIC; also CARDIOMYOPATHY, ALCOHOLIC; PSYCHOSES, ALCOHOLIC & FETAL ALCOHOL SYNDROME; index other compl of alcoholism under ALCOHOLISM /compl (IM) + disease /etiol not /chem ind (IM); abstinence from alcohol in alcoholism: coord with TEMPERANCE (NIM); available is SKID ROW ALCOHOLICS see HOMELESS PERSONS but see note there",2010-01-01 00:00:00,2014-08-18 20:30:56,0
D000438,Alcohols,"do not use for ""alcohol"" ( = ETHANOL); diols = GLYCOLS; hypophysectomy by alcohol (ethanol) injection = HYPOPHYSECTOMY, CHEMICAL & do not index under ETHANOL unless particularly discussed",2010-01-01 00:00:00,2014-08-18 20:31:00,0
D000439,Pentanols,,2010-01-01 00:00:00,2014-08-18 20:31:02,0
D000440,Butanols,1-BUTANOL and TERT-BUTYL ALCOHOL also available,2010-01-01 00:00:00,2014-08-18 20:31:04,0
D000441,Hexanols,,2010-01-01 00:00:00,2014-08-18 20:31:07,0
D000442,Octanols,1-OCTANOL is also available,2010-01-01 00:00:00,2014-08-18 20:31:09,0
D000443,Alcuronium,,2010-01-01 00:00:00,2014-08-18 20:31:12,0
D000444,Aldehyde Dehydrogenase,,2010-01-01 00:00:00,2014-08-18 20:31:16,0
D000445,Aldehyde Oxidoreductases,,2010-01-01 00:00:00,2014-08-18 20:31:20,0
D000446,Aldehyde-Lyases,,2010-01-01 00:00:00,2014-08-18 20:31:22,0
D000447,Aldehydes,,2010-01-01 00:00:00,2014-08-18 20:31:25,0
D000448,Aldicarb,,2010-01-01 00:00:00,2014-08-18 20:31:28,0
D000449,Aldehyde Reductase,,2010-01-01 00:00:00,2014-08-18 20:31:32,0
D000450,Aldosterone,/biosyn /physiol permitted; /defic: consider also HYPOALDOSTERONISM; PSEUDOHYPOALDOSTERONISM is also available; consider also RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM see RENIN-ANGIOTENSIN SYSTEM & do not index under ALDOSTERONE unless particularly discussed,2010-01-01 00:00:00,2014-08-18 20:31:36,0
D000451,Aldosterone Antagonists,DF: ALDOSTERONE ANTAG,2010-01-01 00:00:00,2014-08-18 20:31:40,0
D000452,Aldrin,TN 111 for eff on insects,2010-01-01 00:00:00,2014-08-18 20:31:44,0
D000453,Aleutian Mink Disease,caused by a parvovirus; don't forget also MINK (NIM) & check tag ANIMALS,2010-01-01 00:00:00,2014-08-18 20:31:46,0
D000454,Aleutian Mink Disease Virus,a species of Parvovirus; infection = ALEUTIAN MINK DISEASE: see note there; DF: ALEUTIAN MINK DIS PARVOVIRUS,2010-01-01 00:00:00,2014-08-18 20:31:50,0
D000455,Medicago sativa,coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATIONS or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2014-08-18 20:31:51,0
D000456,Algae,GEN or unspecified; prefer specifics,2010-01-01 00:00:00,2010-01-01 00:00:00,0
D000458,Cyanobacteria,general or unspecified; prefer specifics; do not confuse X ref CYANOPHYCEAE with CYANOPHORA,2010-01-01 00:00:00,2014-08-18 20:31:53,0
D000459,"Algae, Brown",GEN or unspecified; prefer specifics,2010-01-01 00:00:00,2014-08-18 20:31:55,0
D000460,"Algae, Green",GEN or unspecified; prefer specifics,2010-01-01 00:00:00,2014-08-18 20:31:57,0
D000461,"Algae, Red",GEN or unspecified; prefer specifics,2010-01-01 00:00:00,2014-08-18 20:31:59,0
D000462,Algeria,,2010-01-01 00:00:00,2014-08-18 20:32:01,0
D000463,Algestone Acetophenide,,2010-01-01 00:00:00,2014-08-18 20:32:01,0
D000464,Alginates,D25-26 qualif,2010-01-01 00:00:00,2014-08-18 20:32:04,0
D000465,Algorithms,,2010-01-01 00:00:00,2014-08-18 20:32:06,0
D000466,Alkadienes,,2010-01-01 00:00:00,2014-08-18 20:32:06,0
D000468,Alkalies,"singular form is ""alkali""; /adv eff: consider also MILK-ALKALI SYNDROME see HYPERCALCEMIA",2010-01-01 00:00:00,2014-08-18 20:32:09,0
D000469,Alkaline Phosphatase,/defic: consider also HYPOPHOSPHATASIA,2010-01-01 00:00:00,2014-08-18 20:32:11,0
D000470,Alkaloids,"GEN or unspecified; prefer specific groups or specific alkaloid; alkaloids from specific plants go here (IM) + name of plant or PLANTS, MEDICINAL, etc.",2010-01-01 00:00:00,2014-08-18 20:32:14,0
D000471,Alkalosis,,2010-01-01 00:00:00,2014-08-18 20:32:16,0
D000472,"Alkalosis, Respiratory",excess loss of CO2 from body,2010-01-01 00:00:00,2014-08-18 20:32:19,0
D000473,Alkanes,cycloalkanes = CYCLOPARAFFINS,2010-01-01 00:00:00,2014-08-18 20:32:23,0
D000474,Alkaptonuria,,2010-01-01 00:00:00,2014-08-18 20:32:28,0
D000475,Alkenes,,2010-01-01 00:00:00,2014-08-18 20:32:36,0
D000476,Alkanesulfonates,,2010-01-01 00:00:00,2014-08-18 20:32:41,0
D000477,Alkylating Agents,,2010-01-01 00:00:00,2014-08-18 20:32:44,0
D000478,Alkylation,almost never IM; enzymatic alkylation: coord NIM with TRANSFERASES (IM) + substrate (NIM); METHYLATION & METHYLTRANSFERASES are also available,2010-01-01 00:00:00,2014-08-18 20:32:46,0
D000479,Alkylmercury Compounds,DF: ALKYLMERCURY CPDS,2010-01-01 00:00:00,2014-08-18 20:32:47,0
D000480,Alkynes,,2010-01-01 00:00:00,2014-08-18 20:32:51,0
D000481,Allantoin,,2010-01-01 00:00:00,2014-08-18 20:32:54,0
D000482,Allantois,,2010-01-01 00:00:00,2014-08-18 20:33:00,0
D000483,Alleles,,2010-01-01 00:00:00,2014-08-18 20:33:02,0
D000485,Allergens,"coord IM with specific allergen (IM), e.g., pollen as an allergen = ALLERGENS + POLLEN",2010-01-01 00:00:00,2014-08-18 20:33:03,0
D000486,Allergy and Immunology,"the discipline (education, history, etc) only; use IMMUNE SYSTEM PHENOMENA or specifics treed under it for immunologic processes and properties; use HYPERSENSITIVITY or specifics treed under it for allergic conditions; the qualifier / immunol is available for use with specific anatomical terms, organisms, diseases, etc",2010-01-01 00:00:00,2014-08-18 20:33:05,0
D000487,Allethrin,TN 111 for eff on insects,2010-01-01 00:00:00,2014-08-18 20:33:07,0
D000488,Allied Health Personnel,,2010-01-01 00:00:00,2014-08-18 20:33:09,0
D000489,Alligators and Crocodiles,IM; qualif permitted; DF: ALLIGATORS,2010-01-01 00:00:00,2014-08-18 20:33:12,0
D000490,Allium,prefer specific plant;  coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATION or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2014-08-18 20:33:15,0
D000492,Allophanate Hydrolase,,2010-01-01 00:00:00,2014-08-18 20:33:17,0
D000493,Allopurinol,,2010-01-01 00:00:00,2014-08-18 20:33:20,0
D000494,Allosteric Regulation,almost never IM; DF: ALLOSTERIC REG,2010-01-01 00:00:00,2014-08-18 20:33:38,0
D000495,Allosteric Site,,2010-01-01 00:00:00,2014-08-18 20:33:39,0
D000496,Alloxan,"ALLOXAN DIABETES indexed as DIABETES MELLITUS, EXPERIMENTAL (IM) + ALLOXAN (NIM) only if chem is particularly discussed",2010-01-01 00:00:00,2014-08-18 20:33:40,0
D000497,Alloys,D25-26 qualif,2010-01-01 00:00:00,2014-08-18 20:33:42,0
D000498,Allyl Compounds,DF: ALLYL CPDS,2010-01-01 00:00:00,2014-08-18 20:33:44,0
D000499,Allylamine,,2010-01-01 00:00:00,2014-08-18 20:33:48,0
D000500,Allylestrenol,,2010-01-01 00:00:00,2014-08-18 20:33:51,0
D000501,Allylglycine,,2010-01-01 00:00:00,2014-08-18 20:33:56,0
D000502,Allylisopropylacetamide,,2010-01-01 00:00:00,2014-08-18 20:33:59,0
D000503,Almanacs as Topic,"for medical almanacs, do not coordinate with MEDICINE; do not confuse with Publication Type ALMANACS",2010-01-01 00:00:00,2014-08-18 20:34:01,0
D000504,Aloe,for HESPERALOE see AGAVACEAE is also available; coord with specific PLANT STRUCTURES term if pertinent; for use in therapy coord IM with PHYTOTHERAPY (IM) + disease/drug ther (IM) + PLANT PREPARATION or its indentations/ther use (IM or NIM) + specific plant chemical /ther use (IM) if pertinent; Manual 26.29,2010-01-01 00:00:00,2014-08-18 20:34:02,0
D000505,Alopecia,,2010-01-01 00:00:00,2014-08-18 20:34:04,0
D000506,Alopecia Areata,baldness in defined areas,2010-01-01 00:00:00,2014-08-18 20:34:10,0
D000507,"Mucinosis, Follicular",a sebaceous gland dis,2010-01-01 00:00:00,2014-08-18 20:34:13,0
D000508,Alouatta,index NIM with no qualifiers when an experimental animal; diseases: coordinate IM with MONKEY DISEASES (IM),2010-01-01 00:00:00,2014-08-18 20:34:16,0
D000509,alpha-Fetoproteins,/biosyn /physiol permitted,2010-01-01 00:00:00,2014-08-18 20:34:17,0
D000510,Alpha-Globulins,GEN or unspecified; prefer specifics,2010-01-01 00:00:00,2014-08-18 20:34:20,0
D000511,alpha-Macroglobulins,,2010-01-01 00:00:00,2014-08-18 20:34:23,0
D000512,Alpha Particles,,2010-01-01 00:00:00,2014-08-18 20:34:29,0
D000513,Alpha Rhythm,in EEG,2010-01-01 00:00:00,2014-08-18 20:34:31,0
D000514,alpha 1-Antichymotrypsin,,2010-01-01 00:00:00,2014-08-18 20:34:32,0
D000515,alpha 1-Antitrypsin,,2010-01-01 00:00:00,2014-08-18 20:34:35,0
D000516,alpha-Amylases,,2010-01-01 00:00:00,2014-08-18 20:34:39,0
D000517,alpha-Chlorohydrin,,2010-01-01 00:00:00,2014-08-18 20:34:44,0
D000518,Eflornithine,DF:DFMO,2010-01-01 00:00:00,2014-08-18 20:34:47,0
D000519,alpha-Galactosidase,,2010-01-01 00:00:00,2014-08-18 20:34:53,0
D000520,alpha-Glucosidases,defic/: consider also GLYCOGEN STORAGE DISEASE TYPE II,2010-01-01 00:00:00,2014-08-18 20:34:57,0
D000521,alpha-MSH,,2010-01-01 00:00:00,2014-08-18 20:35:02,0
D000522,Alphaprodine,,2010-01-01 00:00:00,2014-08-18 20:35:07,0
D000523,Algestone,,2010-01-01 00:00:00,2014-08-18 20:35:11,0
D000524,Alphavirus,infection = ALPHAVIRUS INFECTIONS,2010-01-01 00:00:00,2014-08-18 20:35:14,0
D000525,Alprazolam,,2010-01-01 00:00:00,2014-08-18 20:35:16,0
D000526,Alprenolol,,2010-01-01 00:00:00,2014-08-18 20:35:23,0
D000527,Alprostadil,,2010-01-01 00:00:00,2014-08-18 20:35:27,0
D000528,Alternaria,infection: coord IM with MYCOSES (IM) or specific mycosis (IM),2010-01-01 00:00:00,2014-08-18 20:35:33,0
D000529,Complementary Therapies,"General or unspecified; prefer specifics; not for ""alternative health care delivery system"" (= DELIVERY OF HEALTH CARE) or specific health service.",2010-01-01 00:00:00,2014-08-18 20:35:35,0
D000530,Alfaxalone Alfadolone Mixture,,2010-01-01 00:00:00,2014-08-18 20:35:37,0
D000531,Altitude,consider also ATMOSPHERIC PRESSURE; /adv eff = probably ALTITUDE SICKNESS,2010-01-01 00:00:00,2014-08-18 20:35:42,0
D000532,Altitude Sickness,,2010-01-01 00:00:00,2014-08-18 20:35:42,0
D000533,Altruism,no qualif,2010-01-01 00:00:00,2014-08-18 20:35:46,0
D000534,Alum Compounds,astringents; also many indust uses; used also in vet med; D25-26 qualif; DF: ALUM CPDS,2010-01-01 00:00:00,2014-08-18 20:35:47,0
D000535,Aluminum,"Al-27; Al-23-26, 28-30 = ALUMINUM (IM) + RADIOISOTOPES (IM)",2010-01-01 00:00:00,2014-08-18 20:35:49,0
D000536,Aluminum Hydroxide,,2010-01-01 00:00:00,2014-08-18 20:35:52,0
D000537,Aluminum Oxide,,2010-01-01 00:00:00,2014-08-18 20:35:58,0
D000538,Aluminum Silicates,"""numerous types of clay""",2010-01-01 00:00:00,2014-08-18 20:36:02,0
D000539,Alveolar Process,"dis: coord with JAW DISEASES or specific precoord jaw dis (IM); for /surg, prefer ALVEOLECTOMY or ALVEOLOPLASTY",2010-01-01 00:00:00,2014-08-18 20:36:04,0
D000540,Alveolar Ridge Augmentation,do not use /util except by MeSH definition,2010-01-01 00:00:00,2014-08-18 20:36:07,0
D000541,Alveolectomy,excision of part of the ALVEOLAR PROCESS (see note there); do not confuse with ALVEOLOPLASTY; do not use /util except by MeSH definition,2010-01-01 00:00:00,2014-08-18 20:36:10,0
D000542,"Alveolitis, Extrinsic Allergic",,2010-01-01 00:00:00,2014-08-18 20:36:12,0
D000543,Alveoloplasty,refers to ALVEOLAR PROCESS (see note there); do not confuse with ALVEOLECTOMY; do not use /util except by MeSH definition,2010-01-01 00:00:00,2014-08-18 20:36:16,0
D000544,Alzheimer Disease,,2010-01-01 00:00:00,2014-08-18 20:36:18,0
D000545,Amanita,a poisonous basidiomycete; coord NIM for MUSHROOM POISONING (IM) by Amanita,2010-01-01 00:00:00,2014-08-18 20:36:25,0
D000546,Amanitins,/antag permitted but consider also ANTITOXINS,2010-01-01 00:00:00,2014-08-18 20:36:26,0
D000547,Amantadine,,2010-01-01 00:00:00,2014-08-18 20:36:29,0
D000548,Amaranth Dye,AMARANTH PLANT see AMARANTHUS is also available; D25-26 qualif,2010-01-01 00:00:00,2014-08-18 20:36:42,0
D000549,Ambenonium Chloride,,2010-01-01 00:00:00,2014-08-18 20:36:44,0
D000550,Amblyopia,,2010-01-01 00:00:00,2014-08-18 20:36:46,0
D000551,Ambroxol,,2010-01-01 00:00:00,2014-08-18 20:36:53,0
D000552,Ambulances,,2010-01-01 00:00:00,2014-08-18 20:37:09,0
D000553,Ambulatory Care,,2010-01-01 00:00:00,2014-08-18 20:37:11,0
D000554,Ambulatory Care Facilities,,2010-01-01 00:00:00,2014-08-18 20:37:14,0
D000555,Ambulatory Care Information Systems,IM,2010-01-01 00:00:00,2014-08-18 20:37:21,0
D000556,Ambulatory Surgical Procedures,"outpatient surg performed in MD's office, surgicenter or hosp",2010-01-01 00:00:00,2014-08-18 20:37:22,0
D000557,Ambystoma,NIM with no qualifiers when an experimental animal,2010-01-01 00:00:00,2014-08-18 20:37:25,0
D000558,Ambystoma mexicanum,NIM with no qualifiers when an experimental animal,2010-01-01 00:00:00,2014-08-18 20:37:27,0
D000559,Ambystomatidae,"a family of salamanders; NIM when exper animal: no qualif; when IM, qualif permitted",2010-01-01 00:00:00,2014-08-18 20:37:30,0
D000560,Amdinocillin,,2010-01-01 00:00:00,2014-08-18 20:37:31,0
D000561,Amdinocillin Pivoxil,,2010-01-01 00:00:00,2014-08-18 20:37:35,0
D000562,Amebiasis,"caused by ""any of various amebae""; /drug ther: consider also AMEBICIDES; note X ref ABSCESS, AMEBIC: LIVER ABSCESS, AMEBIC is also available",2010-01-01 00:00:00,2014-08-18 20:37:38,0
D000563,Amebicides,GEN or unspecified; prefer specific amebicide; consider also AMOEBA /drug eff & AMEBIASIS /drug ther,2010-01-01 00:00:00,2014-08-18 20:37:43,0
D000564,Ameloblastoma,benign or malignant; coordinate IM with probably JAW NEOPLASMS (IM) or precoordinated jaw/neoplasm term (IM),2010-01-01 00:00:00,2014-08-18 20:37:46,0
D000565,Ameloblasts,,2010-01-01 00:00:00,2014-08-18 20:37:51,0
D000566,Amelogenesis,"formation of dent enamel; DENTINOGENESIS, formation of dentin, is also available",2010-01-01 00:00:00,2014-08-18 20:37:53,0
D000567,Amelogenesis Imperfecta,,2010-01-01 00:00:00,2014-08-18 20:37:54,0
D000568,Amenorrhea,"""postpartum amenorrhea"" is indexed under AMENORRHEA (IM) + PUERPERIUM (IM) & not LACTATION unless lactation is particularly discussed",2010-01-01 00:00:00,2014-08-18 20:37:57,0
D000569,Americas,"too general; avoid; prefer specific continents or countries; titles saying ""American"" are likely to be indexed to UNITED STATES, not here",2010-01-01 00:00:00,2014-08-18 20:38:00,0
D000570,American Cancer Society,add UNITED STATES or specific state (NIM)      CATALOG: use NAF entry,2010-01-01 00:00:00,2014-08-18 20:38:01,0
D000571,American Dental Association,add UNITED STATES (NIM); DF: ADA      CATALOG: use NAF entry,2010-01-01 00:00:00,2014-08-18 20:38:02,0
D000572,American Heart Association,add UNITED STATES or specific state (NIM): DF: AMERICAN HEART ASSOC      CATALOG: use NAF entry,2010-01-01 00:00:00,2014-08-18 20:38:03,0
D000573,American Hospital Association,add UNITED STATES (NIM); DF: AHA      CATALOG: use NAF entry,2010-01-01 00:00:00,2014-08-18 20:38:04,0
D000574,American Medical Association,add UNITED STATES (NIM); DF: AMA      CATALOG: use NAF entry,2010-01-01 00:00:00,2014-08-18 20:38:04,0
D000575,American Nurses' Association,add UNITED STATES (NIM); DF: ANA      CATALOG: use NAF entry,2010-01-01 00:00:00,2014-08-18 20:38:05,0
D000576,Americium,naturally radioactive; IM,2010-01-01 00:00:00,2014-08-18 20:38:06,0
D000577,Amides,,2010-01-01 00:00:00,2014-08-18 20:38:08,0
D000578,Amidines,,2010-01-01 00:00:00,2014-08-18 20:38:10,0
D000579,Amidinotransferases,,2010-01-01 00:00:00,2014-08-18 20:38:13,0
D000580,Amido Black,D25-26 qualif,2010-01-01 00:00:00,2014-08-18 20:38:16,0
D000581,Amidohydrolases,,2010-01-01 00:00:00,2014-08-18 20:38:19,0
D000582,Amidophosphoribosyltransferase,,2010-01-01 00:00:00,2014-08-18 20:38:22,0
D000583,Amikacin,,2010-01-01 00:00:00,2014-08-18 20:38:25,0
D000584,Amiloride,,2010-01-01 00:00:00,2014-08-18 20:38:33,0
D000585,Aminacrine,D25-26 qualif,2010-01-01 00:00:00,2014-08-18 20:38:38,0
D000586,Amination,almost never IM; enzymatic amination: coord NIM with TRANSAMINASES (IM) + substrate (NIM) or specific transaminase (IM),2010-01-01 00:00:00,2014-08-18 20:38:42,0
D000587,Oxidoreductases Acting on CH-NH Group Donors,do not confuse with OXIDOREDUCTASES ACTING ON CH-NH2 GROUP DONORS,2010-01-01 00:00:00,2014-08-18 20:38:43,0
D000588,Amines,,2010-01-01 00:00:00,2014-08-18 20:38:46,0
D000590,Amino Acid Chloromethyl Ketones,serine proteinase inhib; DF: AACK,2010-01-01 00:00:00,2014-08-18 20:38:48,0
D000591,Amino Acid Isomerases,,2010-01-01 00:00:00,2014-08-18 20:38:52,0
D000592,"Amino Acid Metabolism, Inborn Errors",coord IM with specific amino acid /metab (IM); DF: AA METAB INBORN ERR,2010-01-01 00:00:00,2014-08-18 20:38:55,0
D000594,Amino Acid Oxidoreductases,,2010-01-01 00:00:00,2014-08-18 20:38:59,0
D000595,Amino Acid Sequence,IM general; coordinate NIM with specific protein or peptide; when to index with MOLECULAR SEQUENCE DATA: see note there; DF: AMINO ACID SEQ or AA SEQ,2010-01-01 00:00:00,2014-08-18 20:39:03,0
D000596,Amino Acids,/urine permitted but consider also RENAL AMINOACIDURIAS,2010-01-01 00:00:00,2014-08-18 20:39:04,0
D000597,"Amino Acids, Branched-Chain",,2010-01-01 00:00:00,2014-08-18 20:39:06,0
D000598,"Amino Acids, Cyclic",GEN; prefer specifics; used for mapping supplementary chemicals,2010-01-01 00:00:00,2014-08-18 20:39:09,0
D000599,"Amino Acids, Diamino",,2010-01-01 00:00:00,2014-08-18 20:39:12,0
D000600,"Amino Acids, Dicarboxylic",,2010-01-01 00:00:00,2014-08-18 20:39:15,0
D000601,"Amino Acids, Essential",,2010-01-01 00:00:00,2014-08-18 20:39:18,0
D000602,"Amino Acids, Peptides, and Proteins",used for searching: indexers and catalogers apply specifics,2010-01-01 00:00:00,2014-08-18 20:39:20,0
D000603,"Amino Acids, Sulfur",,2010-01-01 00:00:00,2014-08-18 20:39:23,0
D000604,Amino Acyl-tRNA Synthetases,,2010-01-01 00:00:00,2014-08-18 20:39:26,0
D000605,Amino Alcohols,,2010-01-01 00:00:00,2014-08-18 20:39:30,0
D000606,Amino Sugars,,2010-01-01 00:00:00,2014-08-18 20:39:32,0
D000607,Aminoacetonitrile,,2010-01-01 00:00:00,2014-08-18 20:39:34,0
D000608,Renal Aminoacidurias,coordinate IM with specific amino acid /urine (IM),2010-01-01 00:00:00,2014-08-18 20:39:37,0
D000609,Aminoacridines,,2010-01-01 00:00:00,2014-08-18 20:39:40,0
D000610,Aminobenzoic Acids,deficiency: coordinate AMINOBENZOIC ACIDS /defic (IM) with VITAMIN B DEFICIENCY (IM),2010-01-01 00:00:00,2010-01-01 00:00:00,0
D000611,Aminobiphenyl Compounds,DF: AMINOBIPHENYL CPDS,2010-01-01 00:00:00,2014-08-18 20:39:42,0
D000612,4-Aminobutyrate Transaminase,,2010-01-01 00:00:00,2014-08-18 20:39:44,0
D000613,Aminobutyric Acids,general or unspecified; prefer specifics,2010-01-01 00:00:00,2014-08-18 20:39:48,0
D000614,Aminocaproic Acids,,2010-01-01 00:00:00,2014-08-18 20:39:52,0
D000615,Aminoethylphosphonic Acid,,2010-01-01 00:00:00,2014-08-18 20:39:55,0
D000616,Aminoglutethimide,an aromatase inhib,2010-01-01 00:00:00,2014-08-18 20:39:58,0
D000617,Aminoglycosides,,2010-01-01 00:00:00,2014-08-18 20:40:00,0
D000618,Aminohippuric Acids,,2010-01-01 00:00:00,2014-08-18 20:40:04,0
D000619,Aminohydrolases,,2010-01-01 00:00:00,2014-08-18 20:40:06,0
D000620,Aminoimidazole Carboxamide,,2010-01-01 00:00:00,2014-08-18 20:40:09,0
D000621,Aminoisobutyric Acids,,2010-01-01 00:00:00,2014-08-18 20:40:12,0
D000622,Aminolevulinic Acid,,2010-01-01 00:00:00,2014-08-18 20:40:16,0
D000623,Porphobilinogen Synthase,DF: ALA DEHYDRASE,2010-01-01 00:00:00,2014-08-18 20:40:19,0
D000624,5-Aminolevulinate Synthetase,,2010-01-01 00:00:00,2014-08-18 20:40:23,0
D000625,Aminooxyacetic Acid,,2010-01-01 00:00:00,2014-08-18 20:40:27,0
D000626,Aminopeptidases,,2010-01-01 00:00:00,2014-08-18 20:40:30,0
D000627,Aminophenols,,2010-01-01 00:00:00,2014-08-18 20:40:33,0
D000628,Aminophylline,,2010-01-01 00:00:00,2014-08-18 20:40:36,0
D000629,Aminopropionitrile,,2010-01-01 00:00:00,2014-08-18 20:40:48,0
D000630,Aminopterin,,2010-01-01 00:00:00,2014-08-18 20:40:52,0
D000631,Aminopyridines,= pyridinamines & pyridylamines,2010-01-01 00:00:00,2014-08-18 20:40:55,0
D000632,Aminopyrine,do not confuse DIPYRINE (X ref) with DIPYRONE,2010-01-01 00:00:00,2014-08-18 20:40:57,0
D000633,Aminopyrine N-Demethylase,,2010-01-01 00:00:00,2014-08-18 20:41:01,0
D000634,Aminoquinolines,,2010-01-01 00:00:00,2014-08-18 20:41:04,0
D000635,Aminorex,,2010-01-01 00:00:00,2014-08-18 20:41:06,0
D000636,Aminosalicylic Acids,AMINOSALICYLIC ACID is also available,2010-01-01 00:00:00,2014-08-18 20:41:09,0
D000637,Transaminases,,2010-01-01 00:00:00,2014-08-18 20:41:11,0
D000638,Amiodarone,,2010-01-01 00:00:00,2014-08-18 20:41:14,0
D000639,Amitriptyline,,2010-01-01 00:00:00,2014-08-18 20:41:22,0
D000640,Amitrole,,2010-01-01 00:00:00,2014-08-18 20:41:33,0
D000641,Ammonia,a colorless alkaline gas; formed in body during decomposition of organic matter,2010-01-01 00:00:00,2014-08-18 20:41:35,0
D000642,Ammonia-Lyases,,2010-01-01 00:00:00,2014-08-18 20:41:37,0
D000643,Ammonium Chloride,/analogs = probably AMMONIUM COMPOUNDS,2010-01-01 00:00:00,2014-08-18 20:41:40,0
D000644,Quaternary Ammonium Compounds,general or unspecified; prefer specifics; DF: AMMONIUM CPDS,2010-01-01 00:00:00,2014-08-18 20:41:42,0
D000645,Ammonium Sulfate,,2010-01-01 00:00:00,2014-08-18 20:41:45,0
D000646,Ammotherapy,do not use /util except by MeSH definition,2010-01-01 00:00:00,2014-08-18 20:41:48,0
D000647,Amnesia,,2010-01-01 00:00:00,2014-08-18 20:41:51,0
D000648,"Amnesia, Retrograde",,2010-01-01 00:00:00,2014-08-18 20:41:58,0
D000649,Amniocentesis,do not use /util except by MeSH definition,2010-01-01 00:00:00,2014-08-18 20:42:02,0
D000650,Amnion,"not restricted to mammals; intra-amniotic injections = AMNION + INJECTIONS; amniotomy = AMNION /surg + probably LABOR, INDUCED",2010-01-01 00:00:00,2014-08-18 20:42:04,0
D000652,Amniotic Band Syndrome,"constriction bands in newborn inf; do not use /congen & do not coord with INFANT, NEWBORN, DISEASES",2010-01-01 00:00:00,2014-08-18 20:42:06,0
D000653,Amniotic Fluid,intra-amniotic injections do not go here: use AMNION + INJECTIONS; excess fluid and hydramnios = POLYHYDRAMNIOS; fluid deficiency = OLIGOHYDRAMNIOS,2010-01-01 00:00:00,2014-08-18 20:42:12,0
D000654,Amobarbital,,2010-01-01 00:00:00,2014-08-18 20:42:14,0
