`mesh_descriptor_uid`,`previous_indexing`,`mesh_previous_indexing_id`
D007293,Inosine Nucleotides (1971-1977),2907
D007295,Inositol (1966-1977),2908
D007296,Carbohydrate Isomerases (1973-1974),2909
D007297,Hospitalization (1966-1979),2910
D007301,Invertebrate Hormones (1967-1974),2911
D007318,"Education, Continuing (1966)",2912
D007325,"Medical Staff, Hospital (1966-1967)",2913
D007329,Insulin (1966-1977),2914
D007332,Artificial Organs (1973-1981),2915
D007334,Growth Substances (1966-1985),2916
D007335,Blood Proteins (1966-1985),2917
D007340,Islet Cell Tumor (1966-1981),2918
D007342,Insurance (1966-1977),2919
D007345,"Insurance, Health/utilization (1966-1985)",2920
D007353,"Insurance, Health (1966-1986)",2921
D007354,"Insurance, Health (1966-1967)",2922
D007356,Pharmacy (1966-1967),2923
D007357,"Insurance, Health (1966-1967)",2924
D007358,"Insurance, Health (1966-1967)",2925
D007363,"Infant, Newborn (1966-1981)",2926
D007364,DNA (1966-1979),2927
D007365,Cell Membrane (1966-1969),2928
D007368,Lasers (1966-1976),2929
D007369,Interferons/biosynthesis (1966-1972),2930
D007370,Interferons (1966-1982),2931
D007371,Interferons (1966-1982),2932
D007375,Lymphocyte Transformation (1972-1982),2933
D007376,Mitogens (1973-1977),2934
D007377,Colony-Stimulating Factor (1979-1986),2935
D007380,Nursing Homes (1966-1978),2936
D007381,Muscle Proteins (1966-1982),2937
D007382,Cytoplasm (1975-1976),2938
D007385,Intermittent Positive Pressure Breathing (1975-1978),2939
D007389,Perception (1966-1971),2940
D007392,International Cooperation (1966-1979),2941
D007393,International Cooperation (1966-1967),2942
D007394,Metric System (1974-1978),2943
D007395,Neurons (1966-1967),2944
D007399,Cell Division (1966-1977),2945
D007404,Chymopapain (1975-1986),2946
D007417,Intestinal Diseases (1966-1967),2947
D007418,Intestinal Obstruction (1966-1980),2948
D007423,Assisted Circulation (1967-1976),2949
D007425,Membranes (1966-1978),2950
D007426,Base Sequence (1980-1985),2951
D007433,Intrauterine Devices (1967-1974),2952
D007434,Contraceptive Devices (1966),2953
D007435,Intrauterine Devices (1967-1977),2954
D007436,Intrauterine Devices (1967-1974),2955
D007438,Base Sequence (1977-1986),2956
D007439,Personality (1966-1967),2957
D007446,Chromosome Aberrations (1968-1974),2958
D007447,Hormones (1966),2959
D007451,Acetamides (1974),2960
D007452,Iodine (1966-1970),2961
D007453,Iodides (1973-1975),2962
D007460,Amides (1972-1974),2963
D007462,Benzene Derivatives (1968-1971),2964
D007463,Benzoates (1966-1971),2965
D007466,Iodine (1971-1974),2966
D007467,Iodine (1966-1967),2967
D007469,Contrast Media (1966-1967),2968
D007470,Thyroid Hormones (1966-1967),2969
D007471,Amides (1966-1974),2970
D007472,Triiodobenzoic Acids (1972-1986),2971
D007473,Cell Membrane (1966-1978),2972
D007476,Antibiotics (1966-1975),2973
D007479,Iothalamic Acid (1968-1974),2974
D007481,Benzene (1966-1967),2975
D007482,Adipic Acids (1966-1977),2976
D007485,Benzoates (1966-1971),2977
D007488,Antidepressive Agents (1966-1971),2978
D007491,Imidazoles (1966-1973),2979
D007496,Iridium (1966-1987),2980
D007497,DNA Viruses (1966-1977),2981
D007499,Iris (1966-1980),2982
D007506,Iron (1973-1976),2983
D007513,"Alcohol, Ethyl (1973-1974)",2984
D007517,Glycoside Hydrolases (1974),2985
D007522,Isocitrates (1973-1976),2986
D007523,Tricarboxylic Acids (1966-1970),2987
D007524,Amino Acids (1972-1974),2988
D007525,Electrophoresis (1966-1969),2989
D007528,Amino Alcohols (1969-1974),2990
D007529,Flavones (1966-1974),2991
D007530,Ethers (1971-1974),2992
D007533,Amino Acyl T RNA Synthetases (1972-1974),2993
D007534,Disaccharides (1966-1978),2994
D007536,"Chemistry, Organic (1966-1970)",2995
D007537,Exertion (1966-1976),2996
D007541,Adenosine (1972-1974),2997
D007542,Acetanilides (1974) /analogs & derivatives (1975),2998
D007544,Galactose (1974),2999
D007546,Quinolines (1966-1968),3000
D007547,"Ethers, Cyclic (1974)",3001
D007550,Thiourea (1973-1974) /analogs & derivatives (1975),3002
D007551,Muscle Contraction (1966-1983),3003
D007553,specific isotope (1966-1971),3004
D007556,Amino Alcohols (1966-1971),3005
D007559,Anthelmintics (1966-1986),3006
D007562,Central Nervous System Diseases (1966-1968),3007
D007570,Bone Cysts (1966-1979),3008
D007571,Bone Diseases (1966),3009
D007573,Jaw (1966),3010
D007574,Dental Occlusion (1966-1969),3011
D007575,"Mouth, Edentulous (1966-1979)",3012
D007576,"Mouth, Edentulous (1966-1979)",3013
D007577,Papovaviridae (1971-1982),3014
D007579,Intestinal Diseases (1966-1979),3015
D007580,Intestinal Neoplasms (1966-1979),3016
D007581,Ileum (1966-1985),3017
D007582,Jejunum/surgery (1966-1987),3018
D007586,Employment (1970-1982),3019
D007588,Personal Satisfaction (1972-1975),3020
D007590,Physical Fitness (1966-1975),3021
D007593,Joint Diseases (1966-1982),3022
D007594,Joint Diseases (1966-1982),3023
D007595,Prosthesis (1966-1970),3024
D007608,Pyrrolidines (1966-1977),3025
D007613,"Drug Resistance, Microbial (1966-1987)",3026
D007618,Polysaccharides (1966-1977),3027
D007624,Cell Line (1969-1984),3028
D007625,Heart Block (1966-1982),3029
D007626,Blood Groups (1966-1975),3030
D007631,Bridged Compounds (1969-1976),3031
D007632,Galactosamine (1972-1974),3032
D007638,Keratoconjunctivitis (1966-1985),3033
D007639,Bacterial Infections (1972-1985),3034
D007641,Dermatologic Agents (1967-1974),3035
D007646,Cornea (1966-1986),3036
D007649,Analgesics (1966-1971),3037
D007650,Piperidines (1966-1986),3038
D007652,Lyases (1966-1972),3039
D007653,Cholesterol (1966-1974) /analogs & derivatives (1975-1979),3040
D007654,Imidazoles (1966-1983),3041
D007658,Oxidoreductases (1966-1972),3042
D007660,Benzophenones (1968-1974),3043
D007664,appropriate steroid class (1971-1973),3044
D007665,Piperidines (1966-1981),3045
D007667,Blood Groups (1966-1975),3046
D007671,Kidney/physiology (1966),3047
D007672,Kidney (1966-1972),3048
D007679,Kidney (1966-1972),3049
D007685,Kidney (1966-1978),3050
D007686,Kidney Tubules (1966-1972),3051
D007687,Kidney Tubules (1966-1972),3052
D007694,"Cytotoxicity, Immunologic (1978-1982)",3053
D007696,Amygdaloid Body (1966-1981),3054
D007697,"Behavior, Animal (1966-1967)",3055
D007703,Peptide Peptidohydrolases (1966-1972),3056
D007704,Kinins (1966-1971),3057
D007706,Brain Diseases (1966-1976),3058
D007708,Mouse Sarcoma Viruses (1975-1979),3059
D007710,Klebsiella (1966-1967),3060
D007711,Klebsiella (1966-1971),3061
D007716,Ascomycetes (1966-1985),3062
D007720,Arthroplasty (1966-1979),3063
D007725,Ovarian Neoplasms (1966-1974),3064
D007727,Krypton (1966-1987),3065
D007728,Macrophages (1966-1972),3066
D007733,Arbovirus Infections (1966-1977),3067
D007735,Amines (1972-1974),3068
D007741,Butylamines (1974),3069
D007755,Laboratories (1966-1987),3070
D007756,"Animals, Laboratory (1966-1986)",3071
D007760,Cochlea (1966),3072
D007763,Lactose (1966-1978),3073
D007766,Lacrimal Apparatus (1966-1975),3074
D007768,Albumins (1966-1972),3075
D007769,Amides (1966-1971),3076
D007772,RNA Viruses (1966-1974),3077
D007777,Bacteria (1966-1974),3078
D007780,Lactobacillus (1966-1971),3079
D007784,Peroxidases (1969-1974),3080
D007786,Lactose (1966-1977),3081
D007788,Glucosyltransferases (1966-1971),3082
D007790,Ceramides (1972-1978),3083
D007791,Glutathione (1973-1974),3084
D007794,Gait (1966-1975),3085
D007795,Seaweed (1966-1979),3086
D007797,Glycoproteins (1966-1983),3087
D007801,Cytoplasmic Granules (1966-1968),3088
D007803,Language (1966-1997),3089
D007804,Child Psychology (1966-1967),3090
D007805,Language Development (1968-1979),3091
D007806,Language (1966),3092
D007807,Language (1966-1978),3093
D007808,Language Disorders (1967-1979),3094
D007810,Sterols (1966-1971),3095
D007814,Insects (1966-1969),3096
D007816,Larva Migrans (1966-1967),3097
D007820,Larynx (1966-1978),3098
D007821,Larynx (1966-1978),3099
D007831,Larynx (1966-1979),3100
D007832,Antibiotics (1973-1974),3101
D007835,"Hemorrhagic Fevers, Viral (1966-1976)",3102
D007836,RNA Viruses (1966-1971),3103
D007840,Rubber (1966-1980),3104
D007847,Laundering (1966-1979),3105
D007848,Fatty Acids (1966-1974),3106
D007850,Fatty Acids (1966-1974),3107
D007851,Fatty Alcohols (1972-1974),3108
D007852,Elements (1966-1974),3109
D007856,Lead (1966-1987),3110
D007862,Acyltransferases (1966-1974),3111
D007863,Acyltransferases (1966-1977),3112
D007867,Leg (1966-1997),3113
D007873,Femur Head (1966-1972),3114
D007874,Hemeproteins (1973-1974),3115
D007875,Bacteria (1978-1980),3116
D007876,Bacterial Infections (1972-1986),3117
D007877,Bacterial Infections (1976-1978),3118
D007880,"Legislation, Medical (1966-1967)",3119
D007881,"Legislation, Drug (1975-1978)",3120
D007885,Pharmacy (1966-1967),3121
D007888,Brain Diseases (1966-1984),3122
D007892,Leishmania (1966-1985),3123
D007893,Leishmania (1966-1985),3124
D007894,Leishmania (1966-1985),3125
D007895,Leishmania (1966-1985),3126
D007899,Hobbies (1966-1969),3127
D007902,Hospitalization (1966-1968),3128
D007903,"Lens, Crystalline (1966-1982)",3129
D007904,"Lens, Crystalline (1966-1982)",3130
D007905,Eye Diseases (1966-1977),3131
D007906,Eye Diseases (1966-1977),3132
D007907,"Lens, Crystalline (1966-1982)",3133
D007910,Cataract Extraction (1966-1978),3134
D007912,Polysaccharides (1972-1974),3135
D007915,Insects (1966-1974),3136
D007917,Anti-Infective Agents (1966-1974),3137
D007926,Athetosis (1966-1970),3138
D007928,specific drug/toxicity (1966-1970),3139
D007932,Alcohols (1971-1972),3140
D007933,Aminoglycosides (1974-1975),3141
D007935,Amino Acyl T RNA Synthetases (1972-1974),3142
D007937,Blood Transfusion (1966-1978),3143
D007940,"Leukemia, Experimental (1966-1979)",3144
D007941,"Leukemia, Experimental (1966-1979)",3145
D007943,Leukemia (1966-1977),3146
D007946,Leukemia (1966-1986),3147
D007947,Hemorrhagic Thrombocythemia (1966-1986),3148
D007948,"Leukemia, Monocytic, Chronic (1966)",3149
D007951,"Leukemia, Myelocytic (1966-1988)",3150
D007952,Leukemia (1966),3151
D007957,"Immunity, Cellular (1970-1976)",3152
D007959,Histocompatibility Testing (1968-1972),3153
D007961,Cell Migration Inhibition (1971-1973),3154
D007963,Leukocytes (1966-1987),3155
D007967,Mouth Diseases (1966-1971),3156
D007968,Demyelinating Diseases (1966-1970),3157
D007969,Cerebral Hemorrhage (1966-1986),3158
D007972,Leukoplakia (1966-1969),3159
D007975,Arachidonic Acids (1967-1982),3160
D007976,Oligopeptides (1973-1974),3161
D007980,Dopa (1966-1974),3162
D007999,specific library or library science heading (1966-1975),3163
D008001,specific library or library science heading(1966-1975),3164
D008009,Pharmacy (1966-1967),3165
D008013,Acetic Acids (1966-1972),3166
D008016,Life Style (1972-1976),3167
D008018,"Metamorphosis, Biological (1967-1997)",3168
D008019,Personality Development (1968-1969),3169
D008020,"Ethics, Medical (1966-1977)",3170
D008024,Metals (1966-1972),3171
D008026,"Surgical Procedures, Operative (1966-1970)",3172
D008033,Endotoxins (1966-1977),3173
D008036,Mandibular Nerve (1966-1970),3174
D008040,Genetics (1966-1969),3175
D008042,"Fatty Acids, Essential (1966-1972)",3176
D008044,Herbicides (1966-1971),3177
D008047,Lip (1966-1971),3178
D008050,Lipids (1972-1976),3179
D008051,"Membranes, Artificial (1966-1979)",3180
D008053,Lipids/metabolism (1966-1969),3181
D008054,Lipids (1966-1979),3182
D008062,Lipids (1972-1974),3183
D008066,Lipid Mobilization (1970-1979),3184
D008069,Lipoma (1966-1986),3185
D008072,Hyperlipidemia/familial & genetic (1966-1979),3186
D008073,Lipoproteins (1966-1979),3187
D008075,Lipoproteins (1966-1971),3188
D008076,Cholesterol (1966-1984),3189
D008077,Lipoproteins (1966-1971),3190
D008078,Cholesterol (1966-1984),3191
D008079,Lipoproteins (1966-1971),3192
D008081,"Membranes, Artificial (1966-1972)",3193
D008086,Ammonium Compounds (1969-1975),3194
D008087,Bacteria (1966-1974),3195
D008090,Ergolines (1969-1978),3196
D008096,Electrotherapy (1966-1985),3197
D008098,"Animals, Newborn (1966-1974)",3198
D008104,Alcoholism (1966-1977),3199
D008108,Alcoholism (1966-1978),3200
D008114,Hepatoma (1966-1978),3201
D008116,Reptiles (1966-1967),3202
D008119,Politics (1968-1981),3203
D008121,Crustacea (1966-1971),3204
D008125,Cerebral Ventricles (1966-1977),3205
D008126,Genetics (1970-1972),3206
D008127,Dibenzazepines (1969-1978),3207
D008129,Grasses (1966-1985),3208
D008130,Cyclohexanes (1972-1974),3209
D008133,Arrhythmia (1966-1985),3210
D008134,Chronic Disease (1966-1967),3211
D008137,Epidemiologic Methods (1966-1974),3212
D008138,Kidney Tubules (1966-1972),3213
D008139,Amides (1974-1975),3214
D008140,Benzodiazepinones (1974),3215
D008142,Prosimii (1975-1980),3216
D008144,Auditory Perception (1967-1978),3217
D008146,"Encephalitis, Tick-Borne/veterinary (1966-1970)",3218
D008148,Anticholesteremic Agents (1966-1987),3219
D008150,Atmospheric Pressure (1966-1979),3220
D008151,Arrhythmia (1966-1985),3221
D008152,Dibenzoxazepines (1971-1974),3222
D008155,"Antibiotics, Antifungal (1971-1974)",3223
D008162,Colchicine (1966-1974) /AA (1975-1979),3224
D008164,Luminescence (1966-1978),3225
D008165,Pyridazines (1968-1974),3226
D008166,Cattle Diseases (1966-1969),3227
D008170,Elasticity (1966-1967),3228
D008173,Lung Diseases (1966-1970),3229
D008176,Lung (1966-1974),3230
D008178,"Lupus Erythematosus, Discoid (1966-1986)",3231
D008181,Glomerulonephritis (1966-1986),3232
D008182,Psychological Tests (1966-1984),3233
D008186,Corpus Luteum/drug effects (1968-1974),3234
D008188,Blood Groups (1966-1975),3235
D008193,"Arthritis, Infectious (1979-1984)",3236
D008195,Snails (1966-1971),3237
D008203,Lymphangioma (1966-1979),3238
D008206,Lymphatic System (1966-1967),3239
D008210,Lymph (1966-1980),3240
D008211,B-Lymphocytes (1973-1977),3241
D008212,Immunosuppression (1971),3242
D008213,Lymphocytes/immunology (1966-1968),3243
D008215,B Lymphocytes (1973-1981),3244
D008228,Lymphoma (1966-1986),3245
D008230,Granuloma (1966-1979),3246
D008231,Leukopenia (1966-1969),3247
D008235,Alkaloids (1966-1984),3248
D008236,Lysine (1966-1974),3249
D008240,Hydroxylases (1966-1976),3250
D008241,Alanine (1966-1978),3251
D008242,Bacteria (1966-1967),3252
D008243,Acyltransferases (1972-1975),3253
D008245,Phospholipases (1966-1979),3254
D008246,Phosphatidic Acids or derivatives (1975-1987),3255
D008249,Amino Acid Oxidoreductases (1972-1974),3256
D008250,Amino Acyl T RNA Synthetases (1972-1974),3257
D008251,Anthropoidea (1966-1970),3258
D008254,Macaca (1971-1980),3259
D008256,Portugal (1966-1977),3260
D008257,Authoritarianism (1966-1978),3261
D008260,Tongue/abnormalities (1969-1974),3262
D008262,Macrophages (1966-1981),3263
D008263,Cell Migration Inhibition (1972-1973),3264
D008267,Labyrinth (1966-1978),3265
D008268,Retinal Degeneration (1970-1978),3266
D008269,Edema (1966-1983),3267
D008272,Sulfonamides (1970-1974),3268
D008276,Hydroxides (1966-1976),3269
D008279,Nuclear Magnetic Resonance (1966-1987),3270
D008282,"Education, Special/trends (1968-1986)",3271
D008285,HLA Antigens (1975-1978),3272
D008292,Ketoacid-Lyases (1973-1976),3273
D008294,Phosphates (1966-1971),3274
D008299,Anhydrides (1966-1976),3275
D008300,Hydrazines (1966-1976),3276
D008301,Imides (1966-1971),3277
D008304,Cattle Diseases (1966-1970),3278
D008305,"Anesthesia, General (1966-1972)",3279
D008308,Lice (1966-1971),3280
D008311,Malocclusion (1966-1978),3281
D008312,Malocclusion (1966-1978),3282
D008313,Malocclusion (1966-1978),3283
D008315,Aldehydes (1971-1974),3284
D008316,Coenzyme A (1966-1977),3285
D008326,Hypothalamus (1966-1970),3286
D008331,Information Systems (1966-1982),3287
D008332,Personnel Management (1966-1984),3288
D008336,Bone Diseases (1966),3289
D008341,Prosthesis (1966),3290
D008344,Antifungal Agents (1966-1971),3291
D008351,Mannose (1971-1974),3292
D008352,Amines (1966-1976),3293
D008355,Mannitol (1966-1977),3294
D008356,Heptoses (1972-1974),3295
D008359,Carbohydrate Isomerases (1973-1977),3296
D008360,Hexosephosphates (1966-1977),3297
D008361,Glycoside Hydrolases (1966-1974),3298
D008362,Glycosides (1966-1974),3299
D008363,"Carbohydrate Metabolism, Inborn Errors (1966-1984)",3300
D008364,Hexosyltransferases (1973-1974),3301
D008369,Nonverbal Communication (1970-1971),3302
D008370,Books (1966-1968),3303
D008372,Feces (1966-1978),3304
D008376,Anthracenes (1972-1974),3305
D008379,Virus Diseases (1966-1974),3306
D008380,Avian Leukosis (1966-1971),3307
D008381,Herpesviridae (1966-1974),3308
D008385,Cannabis (1966-1987),3309
D008388,Marriage (1966-1972),3310
D008401,"Chromatography, Gas (1966-1976)",3311
D008402,Communication (1966-1979),3312
D008406,Masticatory Muscles (1966-1979),3313
D008411,Phycomyces (1966-1985),3314
D008415,Urticaria Pigmentosa (1966-1986),3315
D008419,Drugs (1966-1987),3316
D008422,Biocompatible Materials (1972-1986),3317
D008425,"Behavior, Animal (1966-1967)",3318
D008427,Maternal Welfare (1966-1967),3319
D008430,Child Health Services (1968-1978),3320
D008439,Bone Diseases (1966),3321
D008444,Paranasal Sinus Neoplasms (1966-1983),3322
D008452,Environmental Health (1966-1968),3323
D008453,Morpholines (1966-1975),3324
D008454,Imidazoles (1972-1974),3325
D008455,Alkynes (1972-1974),3326
D008456,Glycolates (1969-1974),3327
D008463,Benzimidazoles (1971-1974),3328
D008465,Nerve Endings (1966-1970),3329
D008469,Anthranilic Acids (1969-1974),3330
D008471,Asphyxia Neonatorum (1977-1987),3331
D008472,Benzazepines (1970-1974),3332
D008474,Hypothalamus (1966-1976),3333
D008483,Public Health (1966-1967),3334
D008484,Medical Assistance (1968-1970),3335
D008485,Hospital Administration (1966-1967),3336
D008487,Diagnosis (1966),3337
D008490,Information Systems (1982-1986),3338
D008494,Health Facilities (1968-1979),3339
D008495,Internal Medicine (1966-1978),3340
D008498,Medical Records (1966-1989),3341
D008504,Hospital Administration (1966-Jul 1977),3342
D008506,Refuse Disposal (1966-1977),3343
D008510,"Pharmacy Service, Hospital (1966-1967)",3344
D008520,Digoxin (1966-1978),3345
D008523,Information Systems (1966-1977),3346
D008524,Pregnadienes (1966-1971),3347
D008529,"Diuretics, Sulfamyl (1974-1975)",3348
D008530,Antibiotics (1966-1967),3349
D008536,Amino Sugars (1971-1976),3350
D008538,Blepharospasm (1975-1984),3351
D008540,Cell Division (1966-1967),3352
D008544,Chromatophores (1966-1968),3353
D008546,Melanoma (1966-1986),3354
D008547,Chromatophores (1966-1974),3355
D008549,Arsenicals (1968-1974),3356
D008552,Pregnadienes (1966-1972),3357
D008553,Disaccharides (1966-1978),3358
D008555,Bees (1973-1974),3359
D008559,Amantadine (1974)/analogs & derivatives (1975),3360
D008560,Cell Membrane (1966-1978),3361
D008561,Cell Fusion (1971-1981),3362
D008562,Glycoproteins (1966-1987),3363
D008563,Cell Membrane (1966-1976),3364
D008564,Electrophysiology (1966),3365
D008565,Cell Membranes (1966-1976),3366
D008569,Amnesia (1966-1968),3367
D008570,Memory (1966-1968),3368
D008571,Male (1966-1979),3369
D008572,Menstruation (1966-1968),3370
D008574,Encephalomyocarditis Viruses (1966-1972),3371
D008577,Brain Neoplasms (1966-1977),3372
D008582,Meningitis (1966-1976),3373
D008591,Spina Bifida (1966-1974),3374
D008596,"Gonadotropins, Pituitary (1966-1972)",3375
D008597,Menstruation (1966-1984),3376
D008600,Menstruation/drug effects (1968-1974),3377
D008604,Community Mental Health Services (1967-1974),3378
D008612,"Food Service, Hospital (1966-Jul 1977)",3379
D008613,Polyenes (1974-1975),3380
D008617,Hydantoins (1969-1974),3381
D008621,Azepines (1966-1979),3382
D008622,Fluoresceins (1969-1974),3383
D008625,"Amino Acids, Sulfur (1974)",3384
D008626,Benzoates (1966-1971),3385
D008627,Mercury (1966-1984),3386
D008629,Chlormerodrin (1966),3387
D008631,Mercury Isotopes (1968-1974),3388
D008645,Cestoda (1966-1985),3389
D008650,Kidney (1966-1974),3390
D008651,Elementary Particles (1975-1984),3391
D008652,Porphyrins (1968-1974),3392
D008653,Phenothiazines (1966-1971),3393
D008655,Methane (1973-1974),3394
D008657,specific heading/metabolism (1966-1967),3395
D008662,Finger Joint (1966-1976),3396
D008665,Organometallic Compounds (1968-1976),3397
D008666,Peptide Peptidohydrolases (1966-1987),3398
D008667,Proteins (1966-1972),3399
D008668,Metalloproteins (1973-1974),3400
D008671,Metals (1966-1975),3401
D008672,Metals (1966-1975),3402
D008673,Metals (1966-1975),3403
D008674,Metals (1966-1975),3404
D008676,Epinephrine (1974),3405
D008677,Cell Division (1966-1974),3406
D008683,Metatarsus (1966-1974),3407
D008685,Weather (1966-1974),3408
D008689,Acrylates (1968-1974),3409
D008692,Acetic Acids (1973-1974),3410
D008693,Allyl Compounds (1973-1974),3411
D008702,Hypnotics and Sedatives (1966-1967),3412
D008705,Heme (1966-1976),3413
D008711,Ergolines (1971-1974),3414
D008713,Imidazoles (1966-1967),3415
D008714,Carbamates (1969-1974),3416
D008716,Adenosine Triphosphate (1972-1974),3417
D008718,Amino Acyl T RNA Synthetases (1972-1974),3418
D008719,Dibenzothiepins (1968-1975),3419
D008720,Indoles (1969-1974),3420
D008724,Carbamates (1971-1974),3421
D008726,"Fatty Acids, Unsaturated (1973-1974)",3422
D008731,Insecticides (1966-1972),3423
D008732,Bufotenin (1966-1974) /analogs & derivatives (1975-1979),3424
D008734,Glycols (1966-1974),3425
D008738,Ethers (1966-1971),3426
D008739,Rosaniline Dyes (1972-1974),3427
D008741,Alkanes (1966-1973),3428
D008742,Hexanones (1975-1976),3429
D008743,Parathion (1973-1974),3430
D008744,Amines (1966-1970),3431
D008746,"Alcohol, Methyl (1973-1974)",3432
D008749,Dimethylaminoazobenzene (1972-1974),3433
D008752,"Hydrocarbons, Chlorinated (1974)",3434
D008753,Aniline Compounds (1974-1976),3435
D008754,Oxidoreductases (1973-1974),3436
D008760,Guanidines (1969-1974),3437
D008761,Histamine (1970-1976),3438
D008762,Histidine (1966-1971),3439
D008763,Hydrazines (1966-1974),3440
D008764,Malonates (1974),3441
D008765,Isomerases (1969-1974),3442
D008766,Mannose (1974),3443
D008767,Antifungal Agents (1966-1971),3444
D008768,Acrylic Resins (1966-1971),3445
D008769,Nitro Compounds (1973-1974),3446
D008770,Methane (1973-1974),3447
D008772,Bacteria (1966-1974),3448
D008773,Phenazines (1970-1974),3449
D008776,Methylprednisolone (1966-1974)/analogs & derivatives (1975-1979),3450
D008778,Inosine (1972-1974),3451
D008780,Transferases (1966-1970),3452
D008782,Urea (1966-1974),3453
D008785,Imidazoles (1974),3454
D008786,Ferric Compounds (1975-1978),3455
D008788,"Diuretics, Sulfamyl (1974)",3456
D008790,Phenyl Ethers (1975),3457
D008791,Uterus (1966-1974),3458
D008793,Acetamides (1971-1977),3459
D008794,Diatrizoate (1972-1974),3460
D008801,Phenyl Ethers (1974),3461
D008802,Penicillins (1966-1983),3462
D008803,Dibenzazepines (1972-1974),3463
D008805,Mice (1966-1971),3464
D008806,Mice (1966-1971),3465
D008807,Mice (1966-1971),3466
D008808,Mice (1966-1971),3467
D008809,Mice (1966-1971),3468
D008810,Mice (1966-1971),3469
D008811,Mice (1966-1971),3470
D008813,Mice (1966-1971),3471
D008814,Mice (1966-1971),3472
D008815,Mice (1966-1971),3473
D008816,"Mice, Inbred Strains (1972-1978)",3474
D008818,"Mice, Inbred Strains (1972-1978)",3475
D008819,Mice (1966-1974),3476
D008820,Mice (1966-1974),3477
D008821,Mice (1966-1977),3478
D008823,Colloids (1968-1974),3479
D008825,Benzyl Compounds (1972-1974),3480
D008826,Antibiotics (1966-1969),3481
D008828,Microbiology (1966-1977),3482
D008830,Organoids (1966-1972),3483
D008833,Blood Circulation (1966-1969),3484
D008835,Bacteria (1966-1974),3485
D008838,Computers (1966-1979),3486
D008839,Electrodes (1968-1970),3487
D008841,Cytoplasm (1966-1976),3488
D008845,Injections (1966-1972),3489
D008848,Bacteria (1966-1974),3490
D008851,Filtration (1966-1971),3491
D008855,"Microscopy, Electron (1966-1968)",3492
D008860,Microscopy (1966-1972),3493
D008862,Liver (1966-1969),3494
D008865,Mouth Abnormalities (1966-1970),3495
D008866,Microscopy (1966-1968),3496
D008868,Cytoplasm (1977-1979),3497
D008869,Nerve Tissue Proteins (1966-1984),3498
D008870,Organoids (1966-1969),3499
D008871,Cell Membrane (1966-1977),3500
D008874,Azepines (1966-1974),3501
D008876,Intubation (1966-1982),3502
D008877,"Asia, Western (1966-1981)",3503
D008879,Ethanolamines (1973-1974),3504
D008884,Psychotherapy (1966),3505
D008894,Albumins (1966-1972),3506
D008898,Alanine (1972-1974),3507
D008901,Adrenal Cortex Hormones (1966),3508
D008905,Computers (1966-1979),3509
D008907,Carnivora (1966-1967),3510
D008908,Friend Virus (1966-1985),3511
D008911,Tetracycline (1966-1972),3512
D008912,H-2 Antigens (1978-1982),3513
D008913,Attitude (1966-1967),3514
D008914,Antihypertensive Agents (1966-1971),3515
D008917,Insecticides (1966-1972),3516
D008920,Imidazoles (1966-1973),3517
D008926,"Antibiotics, Antineoplastic (1967-1970)",3518
D008927,Bromine (1971-1974),3519
D008929,Heart (1966-1977),3520
D008930,Mitochondria (1966-1967),3521
D008931,Mitochondria (1966-1967),3522
D008933,Mitochondria (1966-1968),3523
D008934,Mitosis/drug effects (1966-1971),3524
D008935,Amidines (1973-1974),3525
D008936,Antineoplastic Agents (1966-1973),3526
D008938,Cell Division (1966-1967),3527
D008939,DDD/PD (1966-1972),3528
D008941,Cell Division (1966-1967),3529
D008942,Anthraquinones (1966-1986),3530
D008945,Heart Valve Diseases (1967-1978),3531
D008947,Collagen Diseases (1972-1978),3532
D008951,Blood Groups (1966-1975),3533
D008952,Health Facilities (1968-1969),3534
D008954,"Models, Theoretical (1966-1967)",3535
D008955,"Models, Biological (1968-1979)",3536
D008956,"Models, Theoretical (1966-1967)",3537
D008957,"Models, Biological (1968-1979)",3538
D008959,"Models, Theoretical (1966-1967)",3539
D008960,"Models, Theoretical (1966-1967)",3540
D008964,Molar (1966-1981),3541
D008967,Biology (1966-1967),3542
D008969,Amino Acid Sequence (1966-1987),3543
D008972,Antidepressive Agents (1966-1971),3544
D008978,Mollusca (1966-1977),3545
D008980,Mouse Sarcoma Viruses (1980-1984),3546
D008981,Morpholines (1966-1982),3547
D008983,Ferredoxins (1966-1976),3548
D008985,Antibiotics (1972-1974),3549
D008989,Cestode Infections (1966-1967),3550
D008994,Esterases (1970-1974),3551
D008997,Antibiotics (1966-1982),3552
D008998,Blood Protein Disorders (1966-1968),3553
D008999,Insecticides (1966-1971),3554
D009004,Carrier Proteins (1973-1985),3555
D009006,Aneuploidy (1968-1984),3556
D009007,Mammals (1966-1972),3557
D009012,Ethanolamines (1973-1974),3558
D009015,Pyrimidines (1972-1974),3559
D009019,Codeine (1966-1968),3560
D009022,Morphinans (1969-1974),3561
D009024,Growth (1966-1967),3562
D009029,Plant Viruses (1966-1972),3563
D009034,Parent-Child Relations (1966-1967),3564
D009035,Female (1966-1977),3565
D009037,Gastrointestinal Hormones (1972-1976),3566
D009038,Acceleration (1966-1967),3567
D009043,Behavior (1966-1967),3568
D009044,Cerebral Cortex (1966-1970),3569
D009049,Transportation (1976-1986),3570
D009053,Mouse Tumor Viruses (1966-1974),3571
