`mesh_descriptor_uid`,`previous_indexing`,`mesh_previous_indexing_id`
D009950,Nitroimidazoles (1974),4822
D009951,Vasopressins (1966-1978),4823
D009953,Ornithine (1969-1974),4824
D009955,Ornithine (1972-1974),4825
D009957,Fistula (1966),4826
D009959,Pharyngeal Neoplasms (1966-1984),4827
D009960,Pharynx (1966-1978),4828
D009962,Uracil Nucleotides (1975-1976),4829
D009964,Uracil Nucleotides (1975-1976),4830
D009965,"Legislation, Medical (1966-1967)",4831
D009968,Orthodontic Appliances (1966-1970),4832
D009969,Orthodontic Appliances (1966-1981),4833
D009972,"Orthodontics, Preventive (1966-1974)",4834
D009974,Vitamins (1974-1976),4835
D009980,Orthomyxoviridae (1968-1976),4836
D009981,Orthomyxoviridae (1981-1984),4837
D009982,Orthomyxoviridae (1981-1985),4838
D009984,Orthopedic Equipment (1966-1970),4839
D009987,Insects (1966-1974),4840
D009989,Orthopedic Equipment (1966-1971),4841
D009990,Fishes (1966-1986),4842
D009993,Oxides (1966-1978),4843
D009994,Water-Electrolyte Balance (1966-1967),4844
D009997,Osmosis (1966-1967),4845
D009998,Tympanoplasty (1966-1986),4846
D010008,Osteochondritis (1966-1984),4847
D010009,"Bone Diseases, Developmental (1970-1984)",4848
D010020,Necrosis (1966-1976),4849
D010028,Trichostrongyloidea (1966-1985),4850
D010030,Urinary Diversion (1973-1987),4851
D010034,Otitis Media (1966-1978),4852
D010035,Otitis Media (1966-1978),4853
D010037,Saccule and Utricle (1975-1982),4854
D010039,Otorhinolaryngological Diseases (1966-1983),4855
D010043,Quality of Health Care (1968-1978),4856
D010045,Ambulatory Care (1966-1979),4857
D010046,"Ear, Middle (1966-1978)",4858
D010048,Ovarian Diseases (1966-1967),4859
D010050,Ovary (1966-1974),4860
D010052,Castration (1966-1985),4861
D010059,Egg Proteins (1973-1974),4862
D010061,Ovulation (1966-1974),4863
D010062,Ovulation (1966-1977),4864
D010066,Ovum (1966-1974),4865
D010067,Hospital Administration (1966-1967),4866
D010072,Glyoxylates (1972-1974),4867
D010073,Quinolines (1973-1974),4868
D010075,Heterocyclic Compounds (1966-1970),4869
D010079,Azocines (1966-1974),4870
D010081,Oxazoles (1974),4871
D010083,Photochemistry (1971-1974),4872
D010086,Oxidative Phosphorylation (1966-1971),4873
D010089,Oxidoreductases (1966-1972),4874
D010090,Oxidoreductases (1968-1974),4875
D010093,Quinolines (1966-1971),4876
D010094,Triazines (1971-1974),4877
D010095,Tremorine (1966-1971),4878
D010096,Sympatholytics (1966-1971),4879
D010097,Salicylamides (1971-1974),4880
D010098,Morphinans (1969-1975),4881
D010099,Propiophenones (1971-1974),4882
D010104,Radioisotopes (1966-1974),4883
D010106,Heart-Lung Machine (1966-1971),4884
D010107,"Membranes, Artificial (1966-1971)",4885
D010108,Hemoglobins (1966-1972),4886
D010114,Phenols (1972-1974),4887
D010115,Oxyphenonium Bromide (1966-1991),4888
D010117,Pyrimidines (1973-1974),4889
D010119,Thiazoles (1970-1974),4890
D010125,Mollusca (1966-1971),4891
D010127,Blood Groups (1966-1975),4892
D010128,Azo Compounds (1969-1975),4893
D010129,Aminobenzoic Acids (1966-1976),4894
D010130,Aminohippuric Acids (1966-1976),4895
D010131,Aminosalicylic Acids (1966-1976),4896
D010132,Azo Compounds (1972-1975),4897
D010133,Chlorine (1966-1974),4898
D010134,Phenylalanine (1966-1970),4899
D010135,Phenylalanine (1972-1974),4900
D010136,Phenols (1968-1974),4901
D010137,Phenylpropanolamine (1972-1974),4902
D010142,"Antibiotics, Antineoplastic (1972-1974)",4903
D010143,Hyphomycetes (1966-1985),4904
D010147,Pain (1966-1986),4905
D010155,Palate (1966-1972),4906
D010156,Palate (1966-1978),4907
D010160,Palate (1966-1978),4908
D010168,Fatty Acids (1966-1974),4909
D010170,Thiolester Hydrolases (1973-1977),4910
D010171,Palmitic Acids (1966-1977),4911
D010172,Palmitic Acids (1966-1977),4912
D010175,World Health Organization (1966-1972),4913
D010186,specific pancreatic disease,4914
D010188,Pancreatitis (1966-1980),4915
D010191,Peptides (1966-1978),4916
D010192,Pancreatic Cyst (1966-1980),4917
D010193,Pancreatitis/surgery (1966-1987),4918
D010197,Curare-Like Agents (1970-1971),4919
D010204,Sulfhydryl Compounds (1972-1974),4920
D010219,New Guinea (1966-1981),4921
D010226,Benzoates (1966-1970),4922
D010228,Phycomyces (1966-1971),4923
D010229,Blastomycosis (1966-1974),4924
D010230,Micrococcus (1966-1975),4925
D010231,Micrococcus (1966-1971),4926
D010250,Trematoda (1966-1981),4927
D010252,Orthomyxoviridae (1966-1970),4928
D010253,Orthomyxovirus Infections (1966-1976),4929
D010254,Paranasal Sinuses (1966-1976),4930
D010258,Paranoid Personality Disorder (1969-1978),4931
D010261,Insecticides (1966-1971),4932
D010265,specific immunoglobulin (1971-1975),4933
D010266,specific immunoglobulin (1966-1975),4934
D010269,Pyridinium Compounds (1968-1970),4935
D010270,specific specimen,4936
D010273,Parasitic Diseases/veterinary (1966-1997),4937
D010274,Parasitic Diseases (1966),4938
D010290,Family (1966),4939
D010295,Stomach (1966-1983),4940
D010301,Parkinson Disease (1966),4941
D010302,Parkinson Disease (1966-1972),4942
D010305,Salivary Gland Diseases (1966-1979),4943
D010314,Thromboplastin (1966-1979),4944
D010315,Nuclear Medicine (1967-1977),4945
D010317,"Group Practice, Dental (1967)",4946
D010318,specific dentistry specialty,4947
D010319,Hypocalcemia/veterinary (1966-1974),4948
D010320,Muscle Proteins (1973-1976),4949
D010322,Virus Diseases (1966-1983),4950
D010332,Parent-Child Relations (1966-1968),4951
D010335,specific pathologic process (1966-1997),4952
D010338,Pathology (1966-1979),4953
D010339,Pathology (1966-1969),4954
D010342,Attitude to Health (1968-1974),4955
D010343,Hospitalization (1966-1977),4956
D010344,Human Rights (1973-1975),4957
D010348,Progressive Patient Care (1966-1967),4958
D010349,Cooperative Behavior (1971-1974),4959
D010351,Hospitalization (1966-1977),4960
D010356,Patient Isolators (1966-1976),4961
D010357,Germ-Free Life (1966-1967),4962
D010359,Hospitalization (1966-1969),4963
D010362,Hospital Units (1974-1979),4964
D010365,Pyrans (1966-1974),4965
D010371,Pediatrics (1966),4966
D010374,Lice (1966-1974),4967
D010375,"Genetics, Medical (1966-1967)",4968
D010379,Group Processes (1966-1967),4969
D010380,Quality of Health Care (1968-1970),4970
D010382,Liver Diseases (1966-1980),4971
D010390,"Skin Diseases, Bullous (1976-1980)",4972
D010391,"Skin Diseases, Bullous (1976-1980)",4973
D010394,Propanolamines (1974-1978),4974
D010395,Toluene (1973-1974),4975
D010397,Thiazoles (1966-1970),4976
D010398,Lactones (1973-1974),4977
D010399,Penicillins (1970-1974),4978
D010408,Penicillium (1966-1971),4979
D010410,Penis (1966-1985),4980
D010416,Phenols (1966-1970),4981
D010418,Peptides (1966-1971),4982
D010419,Phenyl Ethers (1974),4983
D010420,Hydrocarbons (1966-1977),4984
D010422,Ketones (1966-1974),4985
D010426,Sulfuric Acids (1972-1974),4986
D010427,Pentosephosphates (1966-1984),4987
D010430,Transferases (1966-1971),4988
D010431,Xanthines (1972-1976),4989
D010432,Uracil (1966-1974) /AA (1975-1979),4990
D010435,Pepsinogen (1972-1998),4991
D010436,Oligopeptides (1973-1974),4992
D010440,Peptides (1974),4993
D010441,Peptides/biosynthesis (1966-1970),4994
D010442,Peptides/biosynthesis (1966-1970),4995
D010443,Peptides/biosynthesis (1966-1970),4996
D010444,Proteins (1966-1972),4997
D010445,Proteins (1966-1972),4998
D010448,Proteins (1966-1972),4999
D010449,"Electrophoresis, Paper (1973-1986)",5000
D010451,Peptides (1966-1986),5001
D010452,Peptides/biosynthesis (1966-1997),5002
D010453,Ligases (1966-1972),5003
D010454,Proteins (1966-1972),5004
D010456,Peptides (1966-1970),5005
D010457,"Polysaccharides, Bacterial (1966-1970)",5006
D010458,Peptides (1972-1974),5007
D010459,Micrococcaceae (1975),5008
D010463,Peroxides (1969-1974),5009
D010464,Piperazines (1972-1975),5010
D010466,Visual Perception (1966-1968),5011
D010468,Phantom Limb (1966-1968),5012
D010469,Perception (1966),5013
D010470,Visual Perception (1966-1971),5014
D010471,Fishes (1966-1986),5015
D010473,Fishes (1966-1986),5016
D010479,Ergot Alkaloids (1966-1986),5017
D010480,Piperidines (1966-1974),5018
D010481,Anus (1966-1967),5019
D010483,Periodontal Diseases (1966-1979),5020
D010485,Periodontitis (1966-1979),5021
D010486,Periodontium (1966-1971),5022
D010487,Mesencephalon (1966-1982),5023
D010491,Pericardium/surgery (1966-1987),5024
D010492,Pericardium/surgery (1966-1987),5025
D010500,Pediatrics (1966-1976),5026
D010503,Staining (1966-1976),5027
D010511,Dental Materials (1966-1970),5028
D010513,Periodontium (1966-1971),5029
D010514,Periodontitis (1966-1978),5030
D010520,Periodontal Diseases (1966-1983),5031
D010531,Peritoneal Dialysis (1978-1981),5032
D010533,Peritoneal Cavity (1966-1987),5033
D010536,"Vena Cava, Superior (1975-1980)",5034
D010542,Mice (1966-1977),5035
D010543,Spinal Nerves (1966-1970),5036
D010547,Pulmonary Circulation (1966-1979),5037
D010548,specific service (1966-1967),5038
D010549,Attitude (1966-1969),5039
D010553,Personality (1966-1967),5040
D010554,Personality (1966-1967),5041
D010564,"Personnel Administration, Hospital (1966-1967)",5042
D010565,Suggestion (1966-1968),5043
D010566,Toxins (1966-1976),5044
D010569,Polycyclic Hydrocarbons (1974-1978),5045
D010572,Rodent Control (1966-1972),5046
D010573,Pesticides (1966-1972),5047
D010574,Pesticides (1966-1971),5048
D010581,Lymphoid Tissue (1966-1971),5049
D010582,Coliphages (1966-1979),5050
D010583,Coliphages (1966-1979),5051
D010584,Coliphages (1966-1979),5052
D010585,Phagocytosis (1966-1971),5053
D010586,Phagocytosis (1966-1972),5054
D010588,Phagocytosis (1966-1985),5055
D010590,"Peptides, Cyclic (1973-1974)",5056
D010592,specific aid (1966-1967),5057
D010593,Prescriptions (1966-1967),5058
D010595,Pharmacy (1966-1967),5059
D010596,Pharmacy (1968-1970),5060
D010599,specific Category D heading/metabolism (1966-1987),5061
D010601,Pharmacology (1966-1979),5062
D010605,Pharmacy (1966-1967),5063
D010606,"Pharmacy Service, Hospital (1966-1967)",5064
D010609,Pharynx (1966-1978),5065
D010613,Pharynx/surgery (1966-1987),5066
D010622,Piperidines (1968-1972),5067
D010623,Substance Abuse (1968-1980),5068
D010625,Transferases (1966-1971),5069
D010626,Benzene Derivatives (1972-1974),5070
D010628,Ethyl Ethers (1974),5071
D010637,Phenolphthaleins (1966-1974),5072
D010641,Genetics (1966-1967),5073
D010644,Coumarins (1966-1974),5074
D010650,Phenylalanine (1973-1974),5075
D010651,Hydroxylases (1966-1970),5076
D010652,Phenylalanine (1973-1974),5077
D010657,Malonates (1972-1974),5078
D010658,Glyoxal (1973-1974) /AA (1975-1979),5079
D010660,Propylamines (1972-1974),5080
D010662,Organometallic Compounds (1968-1976),5081
D010663,Organometallic Compounds (1968-1976),5082
D010664,Sulfones (1973-1974),5083
D010668,Thiazoles (1972-1974),5084
D010669,Thiohydantoins (1973-1974),5085
D010674,Porphyrins (1971-1974),5086
D010675,Sex Behavior (1966-1967),5087
D010677,"Leukemia, Myelocytic/FG (1966-1985)",5088
D010685,appropriate dental heading,5089
D010687,Philosophy (1966-1968),5090
D010692,Peptides (1971-1974),5091
D010694,Glucosidases (1966-1977),5092
D010697,Fluoresceins (1966-1978),5093
D010699,Voice (1966-1978),5094
D010702,Insecticides (1966-1971),5095
D010703,Terpenes (1966-1973),5096
D010704,Terpenes (1966-1973),5097
D010706,"Insecticides, Organothiophosphate (1974)",5098
D010707,Insecticides (1966-1971),5099
D010709,Phosphates (1973-1974),5100
D010711,Phosphomonoesterases (1975-1978),5101
D010712,Phospholipids (1966-1974),5102
D010715,Phospholipids (1966-1974),5103
D010716,Phosphoinositides (1966-1974),5104
D010717,Phosphotransferases (1972-1974),5105
D010718,Phosphatidylethanolamines (1966-1974),5106
D010723,Tetroses (1972-1974),5107
D010724,Sulfuric Acids (1973-1974),5108
D010726,Phosphodiesterases/antagonists & inhibitors (1972-1977),5109
D010727,Phosphatases (1966-1971),5110
D010728,Pyruvates (1966-1971),5111
D010729,Carboxy-Lyases (1966-1972),5112
D010730,Phosphoenolpyruvate (1972-1978),5113
D010731,Phosphotransferases (1966-1979),5114
D010736,Phosphotransferases (1973-1974),5115
D010738,Phospholipases (1966-1979),5116
D010739,Phospholipases (1966-1979),5117
D010741,Phospholipases (1966-1979),5118
D010742,Phospholipids (1966-1987),5119
D010744,Phosphatases (1966-1974),5120
D010746,Organophosphorus Compounds (1972-1977),5121
D010749,Phosphoproteins (1971-1977),5122
D010750,Proteins (1966-1970),5123
D010752,Organophosphorus Compounds (1972-1974),5124
D010754,Pyrophosphoric Acids (1972-1974),5125
D010762,Glycogen Phosphorylase (1971-1978),5126
D010763,Glycogen Phosphorylase (1971-1978),5127
D010765,Phosphatases (1973-1974),5128
D010767,Organophosphorus Compounds (1973-1974),5129
D010768,Serine (1966-1974) /analogs & derivatives (1975-1979),5130
D010769,Threonine (1966-1974) /AA (1975-1979),5131
D010773,"Insecticides, Organothiophosphate (1973-1974)",5132
D010774,Phosphoproteins (1973-1974),5133
D010775,Light (1966-1971),5134
D010777,Light (1966-1970),5135
D010778,Ultraviolet Therapy (1966-1977),5136
D010782,Ultraviolet Rays (1966-1970),5137
D010785,Photosynthesis (1966-1971),5138
D010786,"Receptors, Sensory (1966-1970)",5139
D010789,Light/therapeutic use (1967-1980),5140
D010796,Phthalic Acids (1966-1978),5141
D010797,Phthalic Acids (1966-1974),5142
D010798,Plant Proteins (1971-1974),5143
D010799,Plant Proteins (1972-1974),5144
D010802,Evolution (1966-1974),5145
D010803,Peptides (1969-1976),5146
D010804,Myxomycetes (1966-1974),5147
D010807,Fatigue (1966-1976),5148
D010811,Science (1966-1997),5149
D010814,Physical Therapy (1966-Jul 1977),5150
D010815,specific mental disorder,5151
D010816,Personnel Management (1966-1987),5152
D010818,Professional Practice (1968-1986),5153
D010819,Role (1969-1977),5154
D010821,Physicians (1966-1971),5155
D010823,Physicians (1968-1970),5156
D010831,Fatty Acids (1970-1974),5157
D010833,Inositol (1966-1977),5158
D010834,Plant Proteins (1972-1974),5159
D010835,Lectins (1966-1978),5160
D010837,Phytonadione (1964-2001),5161
D010839,Plankton (1966-1970),5162
D010840,Sterols (1968-1972),5163
D010842,Appetite Disorders (1966-1967),5164
D010844,Streptococcus (1966-1977),5165
D010846,Picolinic Acids (1968-1970),5166
D010850,Virus Diseases (1966-1979),5167
D010856,Poultry (1966-1967),5168
D010857,Retinal Diseases (1972-1975),5169
D010861,specific bacterium (1966-1979),5170
D010863,Reflex (1966-1971),5171
D010865,Research (1966-1970),5172
D010868,Tranquilizing Agents (1966-1972),5173
D010869,Sympatholytics (1966-1972),5174
D010872,Carnivora (1966-1967),5175
D010876,Piperazines (1966-1970),5176
D010878,Penicillins (1966-1983),5177
D010881,Piperidines (1966-1970),5178
D010882,Pesticides (1966-1971),5179
D010883,Sympatholytics (1966-1974),5180
D010885,Propionates (1966),5181
D010889,Pyrrolidinones (1971-1974),5182
D010890,Benzodiazepinones (1974-1986),5183
D010891,Pyrimidines (1971-1974),5184
D010892,Piperidines (1971-1975),5185
D010893,Pyrrolidines (1966-1978),5186
D010894,Thiazines (1966-1986),5187
D010895,Dental Materials (1966-1971),5188
D010898,Pitch Discrimination (1966-1979),5189
D010899,Pituitary Neoplasms (1966-1986),5190
D010903,Pituitary Gland (1966-1974),5191
D010905,Pituitary Hormone Releasing Hormones (1968-1974),5192
D010906,Hypothalamo-Hypophyseal System/physiology (1966-1967),5193
D010912,Pituitary Function Tests (1966-1967),5194
D010916,"Dermatitis, Exfoliative (1966)",5195
D010917,Valerates (1973-1974),5196
D010918,Thiophenes (1970-1974),5197
D010922,Pregnancy Complications (1966-1968),5198
D010925,Placenta Diseases (1969-1974),5199
D010928,Placental Hormones (1966-1967),5200
D010929,Placenta (1966-1974),5201
D010935,Plants (1966-1967),5202
D010936,Plants (1966),5203
D010938,Oils (1966-1986),5204
D010943,Psyllium (1966-1977),5205
D010947,Plants (1966-1975),5206
D010948,Virus Cultivation (1966-1972),5207
D010951,Plasmapheresis (1968-1980),5208
D010957,Genetics (1966-1967),5209
D010959,Plasminogen Activators (1976-1985),5210
D010960,Plasminogen (1974-1975),5211
D010962,Plasmodium (1966-1972),5212
D010964,Plasmodium (1966-1985),5213
D010967,Plasmodium (1966-1987),5214
D010968,Phthalic Acids (1970-1976),5215
D010970,Plant Proteins (1970-1974),5216
D010971,Quinones (1972-1974),5217
D010972,Lysophosphatidylcholines (1966-1980),5218
D010973,Blood Platelets (1966-1968),5219
D010974,Platelet Adhesiveness (1969-1974),5220
D010975,Platelet Aggregation (1976-1987),5221
D010976,Blood Platelets (1966-1979),5222
D010977,Lipoproteins (1974),5223
D010978,Glycoproteins (1974-1975),5224
D010979,Platelet Aggregation (1975-1979),5225
D010980,Membrane Proteins (1966-1986),5226
D010981,Blood Platelet Disorders (1967-1985),5227
D010982,Peptides (1977-1983),5228
D010983,Plasmapheresis (1978),5229
D010985,Occipital Bone/abnormalities (1966),5230
D010989,"Psychotherapy, Group (1966-1968)",5231
D010993,Respiratory Function Tests (1966-1970),5232
D010999,Urodela (1966-1974),5233
D011003,specific ploidies heading,5234
D011011,"Ventriculography, Cerebral (1966-1968)",5235
D011019,Pneumonia (1966-1979),5236
D011021,"Pulmonary Adenomatosis, Ovine (1968-1975)",5237
D011023,Staphylococcal Infections (1966-1967),5238
D011034,Antineoplastic Agents (1966-1972),5239
D011036,Fishes (1966-1986),5240
D011043,Mitogens (1966-1972),5241
D011045,Syndactylia (1967-1984),5242
D011056,Politics (1966-1979),5243
D011060,Polyethylene Glycols (1974),5244
D011061,Polynucleotides (1966-1975),5245
D011062,Nucleotidyltransferases (1972-1974),5246
D011063,Polynucleotides (1966-1971),5247
D011064,Polynucleotides (1973-1974),5248
D011065,Nucleosidases (1966-1974),5249
D011066,Polynucleotides (1966-1975),5250
D011067,Thymine Nucleotides (1972-1976),5251
D011068,Polynucleotides (1966-1975),5252
D011069,Polynucleotides (1966-1975),5253
D011070,Polynucleotides (1966-1970),5254
D011071,Polynucleotides (1966-1975),5255
D011073,Amines (1966-1970),5256
D011074,Sulfonic Acids (1966-1973),5257
D011075,"Hydrocarbons, Brominated (1974-1975)",5258
D011076,Zinc (1966-1971),5259
D011077,Annelida (1966-1974),5260
D011078,Biphenyl Compounds (1966-1970),5261
D011080,Polycyclic Compounds (1974),5262
D011088,Polynucleotide Synthetases (1974-1977),5263
D011089,Polynucleotides (1966-1975),5264
D011091,Polymers (1966-1976),5265
D011093,Polymers (1966-1972),5266
D011094,Polyethylenes (1973-1974),5267
D011096,Uronic Acids (1966-1976),5268
D011097,Polymers (1972-1974),5269
D011098,Polymers (1966-1978),5270
D011099,Peptides (1966-1978),5271
D011100,Glycolates (1966-1972),5272
D011102,Polymethacrylic Acids (1975-1977),5273
D011103,specific terpene or terpene group,5274
D011104,specific terpene or terpene group (1966-1977),5275
D011105,specific terpene groups or specific terpene (1966-1977),5276
D011106,Terpenes (1966-1977),5277
D011107,Peptides (1973-1974),5278
D011109,Polymers (1966-1974),5279
D011110,"Genetics, Population (1966-1967)",5280
D011116,Polynucleotides (1974),5281
D011117,RNA Nucleotidyltransferases (1968-1971),5282
D011118,Ligases (1966-1973),5283
D011121,Polymers (1966-1974),5284
D011122,Phosphates (1966-1977),5285
D011123,Chromosomes (1966-1967),5286
D011126,Polymers (1972-1974),5287
D011129,Polyradiculitis (1966-1978),5288
D011130,Polynucleotide Synthetases (1974-1977),5289
D011131,Polynucleotides (1966-1975),5290
D011133,Lyases (1966-1974),5291
D011136,specific fatty acid (1966-1973),5292
D011138,Fluorocarbon Polymers (1966-1972),5293
D011140,Urethane (1966-1967),5294
D011142,Polyvinyls (1966-1970),5295
D011143,Polyvinyls (1966-1974),5296
D011144,Pyridines (1971-1974),5297
D011148,Pongidae (1966-1980),5298
D011151,Synovial Cyst (1966-1986),5299
D011154,Population (1971-1997),5300
D011155,"Sterilization, Sexual (1966-1967)",5301
D011156,Population (1966-1967),5302
D011158,Population (1966-1967),5303
D011160,"Antibiotics, Antineoplastic (1967-1972)",5304
D011162,Pyrroles (1966-1971),5305
D011163,Porphobilinogen (1973-1974),5306
D011165,Porphyrins (1968-1974),5307
D011170,specific portal system vein/surgery (1966-1980),5308
D011171,Liver/surgery (1971-1987),5309
D011180,Death (1966-1969),5310
D011181,Puerperium (1966-1970),5311
D011186,Venous Insufficiency (1973-1986),5312
D011190,Potassium (1966-1978),5313
D011192,Chromates (1969-1974),5314
D011195,Potassium (1972-1975),5315
D011197,Radioisotopes (1966-1974),5316
D011198,Vegetables (1966-1985),5317
D011202,Poultry (1966-1967),5318
D011204,Poverty (1968-1979),5319
D011210,Occupational Medicine (1966-1976),5320
D011215,Office Management (1966-1967),5321
D011216,Office Management (1966-1967),5322
D011218,Obesity (1966-1976),5323
D011219,Rauwolfia (1966-1971),5324
D011222,"Muscle Relaxants, Central (1970-1971)",5325
D011223,Quinolines (1966-1968),5326
D011224,Quinazolines (1974-1976),5327
D011225,Pregnancy Toxemias (1966-1974),5328
D011226,Tachycardia (1966-1985),5329
D011228,Serum Albumin (1972-1974),5330
D011231,"Education, Medical (1966-1974)",5331
D011238,Prednisolone (1966-1974) /analogs & derivatives (1975-1979),5332
D011243,"Insurance, Health (1966-1984)",5333
D011245,Pregnanes (1966-1972),5334
D011252,specific neoplasms (1966-1982),5335
D011253,Pregnancy (1966-1978),5336
D011256,Pregnancy Complications (1966-1987),5337
D011257,specific protein,5338
D011259,Pregnancy Tests (1966-1972),5339
D011261,Time Factors (1967-1974),5340
D011262,Time Factors (1967-1974),5341
D011263,Time Factors (1967-1974),5342
D011264,specific trimester (1975-1997),5343
D011266,Pregnancy (1966-1979),5344
D011268,Serum Globulins (1966-1979),5345
D011275,Pregnancy (1966-1972),5346
D011280,Pregnanes (1969-1974),5347
D011281,Pregnanes (1966-1972),5348
D011283,Pregnanes (1966-1972),5349
D011288,Kallikrein (1973-1975),5350
D011292,specific drug/therapeutic use (1966-1968),5351
D011294,Propylamines (1966-1974),5352
D011296,specific disease or abnormality/diagnosis (1966-1972),5353
D011298,Terpenes (1972-1974),5354
D011302,Pyruvates (1970-1974),5355
D011303,Pyruvates (1972-1974),5356
D011304,Deafness (1966-1971),5357
D011310,Pharmacy (1966-1967),5358
D011314,specific disease/PC (1966-1967),5359
D011318,"Anesthetics, Local (1966)",5360
D011320,Comprehensive Health Care (1968-1971),5361
D011321,Primary Health Care (1974-1976),5362
D011322,specific disease/prevention & control (1966-1978),5363
D011328,Viral Proteins (1966-1985),5364
D011329,Prisons (1966-1972),5365
D011331,specific specialty (1966-1968),5366
D011333,Protein Precursors (1973-1984),5367
D011341,Phenols (1966-1972),5368
D011344,Benzoates (1966-1970),5369
D011345,Propionates (1966-1979),5370
D011347,Protein Precursors (1973-1976),5371
D011348,Protein Precursors (1973-1976),5372
D011354,Prodigiosin (1966-1978),5373
D011355,Delayed-Action Preparations (1966-1987),5374
D011358,specific drug/AE (1966-1982),5375
D011362,Professional Practice (1968-1978),5376
D011363,Substance Dependence (1981-1985),5377
D011364,Office Management (1966-1967),5378
D011367,Hospitals (1966-1967),5379
D011368,Family (1966-1975),5380
D011369,Interpersonal Relations (1966-1967),5381
D011370,Diamines (1974),5382
D011375,Hydroxysteroid Dehydrogenases (1972-1974),5383
D011376,Serum Globulins (1974-1976),5384
D011377,Glutamine (1972-1974),5385
D011384,Insulin (1966-1971),5386
D011385,Defense Mechanisms (1966-1968),5387
D011387,"appropriate cell, organism, subcellular fraction, or process",5388
D011389,Prolactin (1968-1974),5389
D011393,Hydroxylases (1966-1971),5390
D011394,Oxygenases (1966-1979),5391
D011396,Propionates (1966-1977),5392
D011397,"Progestational Hormones, Synthetic (1975-1978)",5393
D011400,Triazines (1966-1971),5394
D011401,"Transcription, Genetic (1973-1984)",5395
D011402,Peptide Hydrolases (1966-1970),5396
D011403,Posture (1966-1987),5397
D011405,Propiophenones (1966-1986),5398
D011407,Alkanes (1966-1972),5399
D011408,Propanediols (1972-1974),5400
D011410,Anesthetics (1966-1969),5401
D011411,Herbicides (1966-1971),5402
D011415,Glycoproteins (1966-1977),5403
D011416,Serum Globulins (1970-1977),5404
D011418,Mitosis (1968-1977),5405
D011419,Phenanthridines (1969-1978),5406
D011420,Propionates (1972-1974),5407
D011423,Bacteria (1966-1974),5408
D011425,Corynebacterium (1966-1974),5409
D011428,Polytetrafluoroethylene (1973-1979),5410
D011429,Resins (1966-1978),5411
D011434,Kinesthesis (1966-1972),5412
D011435,Gallic Acid (1973-1974),5413
D011436,Transferases (1972-1974),5414
D011438,Mustard Compounds (1974-1976),5415
D011442,"Plants, Medicinal (1970-1974)",5416
D011443,Primates (1966-1974),5417
D011444,Prospective Payment System (1986),5418
D011447,Spiro Compounds (1971-1974),5419
D011448,Prostaglandins/antagonists & inhibitors (1968-1974),5420
D011449,Prostaglandins (1966-1977),5421
D011450,"Prostaglandins, Synthetic (1977)",5422
D011451,Prostaglandins (1971-1974),5423
D011452,specific prostaglandin (1975-1977),5424
D011454,Prostaglandins (1966-1974),5425
D011455,"Prostaglandins, Synthetic (1977)",5426
D011456,Prostaglandins (1966-1977),5427
D011457,Prostaglandins (1966-1977),5428
D011458,Prostaglandins (1966-1974),5429
D011459,"Prostaglandins, Synthetic (1977)",5430
D011460,Prostaglandins (1966-1974),5431
D011461,"Prostaglandins, Synthetic (1977)",5432
D011462,Prostaglandins (1966-1977),5433
D011463,Prostaglandins (1966-1977),5434
D011464,Prostaglandins (1966-1977),5435
D011465,Prostaglandins (1966-1976),5436
D011466,Prostaglandins (1971-1974),5437
D011474,specific prosthesis (1966-1970),5438
D011475,Prosthesis Design (1971-1985),5439
D011480,Peptide Peptidohydrolases/antagonists & inhibitors (1968-1978),5440
D011481,Clothing (1966-1969),5441
D011482,Occupational Medicine (1966-1969),5442
D011484,specific protein(1966-1976),5443
D011486,Glycoproteins (1966-1986),5444
D011487,Proteins (1966-1971),5445
D011490,Oxidoreductases (1972-1974),5446
D011493,Protein Kinases (1973-1985),5447
D011495,specific protein (1966-1976),5448
D011496,specific protein,5449
D011497,S-Adenosylmethionine (1971-1976),5450
D011498,specific protein (1966-1970),5451
D011499,"Translation, Genetic (1973-1982)",5452
D011500,Proteins/biosynthesis (1966-1987),5453
D011502,Nutrition Disorders (1966-1971),5454
D011503,Acyltransferases (1966-1985),5455
D011505,Protein Kinases (1973-1985),5456
D011508,Mucoproteins (1973-1974),5457
D011509,Mucopolysaccharides (1966-1974),5458
D011510,specific lipoprotein(1966-1976),5459
D011513,Proteus (1966-1971),5460
D011514,Proteus (1966-1971),5461
D011515,Sulfides (1972-1974),5462
D011518,Proteins (1966-1985),5463
D011519,Oncogenes (1983-1985),5464
D011520,Oxygenases (1972-1974),5465
D011521,Porphyrins (1972-1974),5466
D011524,Porphyrins (1968-1974),5467
D011525,"Algae, Green (1970-1979)",5468
D011529,Protozoan Infections/veterinary (1966-1997),5469
D011530,Propylamines (1969-1974),5470
D011531,Stomach (1966-1967),5471
D011533,Retroviridae or specific (1977-1987),5472
D011535,Urogenital System/AB (1966-1981),5473
D011540,Ferrocyanides (1966-1978),5474
D011541,Mycoses (1966-1985),5475
D011544,"Genes, Structural (1975-1987)",5476
D011546,"Renal Tubular Transport, Inborn Errors (1971-1987)",5477
D011548,Bacteria (1966-1974),5478
D011551,Pseudomonas (1966-1971),5479
D011553,Peritoneal Neoplasms (1966-1986),5480
D011554,Organoids (1966-1969),5481
D011558,Herpesviridae (1966-1974),5482
D011560,Uridine (1966-1971),5483
